campaign_id,campaign_name,platform_name,channel_group,campaign_objective,budget,actual_spend,start_date,end_date,target_country,target_segment,creative_type,owner_team,agency_name,kpi_goal,status,currency_code,impressions_target,clicks_target,created_at
CMP-005,Email Nurture Mar 2024 629,Email Nurture,CRM,Retention,123658.86,100287.21,2024-03-29,2024-05-12,UAE,VIP,Carousel,Brand,BlueFox,Revenue,Paused,QAR,2937090,202367,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 630,Affiliate Network,Partner,Acquisition,82620.23,62899.02,2024-03-30,2024-04-15,UAE,Enterprise,Search Text,Growth,BlueFox,Leads,Active,EUR,71961,99897,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 631,Google Ads,Search,Acquisition,109727.38,88374.75,2024-03-31,2024-04-22,Kuwait,Enterprise,Static,CRM,AdSpark,Leads,Paused,BHD,191325,22756,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 632,Meta Ads,Social,Acquisition,49115.41,40651.04,2024-04-01,2024-06-05,KSA,Premium,Search Text,Growth,BlueFox,ROAS,Active,KWD,932545,167466,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 633,TikTok Ads,Social,Awareness,77780.18,56606.90,2024-04-02,2024-04-18,Kuwait,Premium,Search Text,Brand,BlueFox,Leads,Paused,BHD,766442,85700,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 634,LinkedIn Ads,B2B,Lead Generation,131713.03,86095.55,2024-04-03,2024-07-28,UK,Premium,Static,CRM,BlueFox,CAC,Active,QAR,2158673,2249,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 635,Email Nurture,CRM,Retention,6722.64,4584.88,2024-04-04,2024-07-25,Egypt,VIP,Video,Brand,BlueFox,CAC,Paused,SAR,1384172,141136,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 636,Affiliate Network,Partner,Acquisition,48668.14,37119.94,2024-04-05,2024-06-01,UAE,Enterprise,Static,Performance,AdSpark,ROAS,Active,QAR,700140,97710,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 637,Google Ads,Search,Acquisition,11092.25,11632.44,2024-04-06,2024-06-16,USA,Premium,Static,Brand,BlueFox,Leads,Active,GBP,356310,85451,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 638,Meta Ads,Social,Acquisition,81597.41,79489.92,2024-04-07,2024-07-11,Kuwait,Premium,Video,Brand,InHouse,CAC,Completed,EUR,1655467,49187,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 639,TikTok Ads,Social,Awareness,93351.02,64062.92,2024-04-08,2024-07-19,Egypt,Basic,Search Text,Brand,MediaHub,CAC,Active,AED,1276828,23809,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 640,LinkedIn Ads,B2B,Lead Generation,70673.59,72160.88,2024-04-09,2024-06-14,Egypt,Basic,Carousel,CRM,MediaHub,Revenue,Paused,GBP,2001619,226034,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 641,Email Nurture,CRM,Retention,2733.23,2018.53,2024-04-10,2024-08-08,Egypt,VIP,Video,CRM,InHouse,CAC,Completed,EGP,2107620,12837,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 642,Affiliate Network,Partner,Acquisition,80682.55,82703.52,2024-04-11,2024-06-02,Qatar,Basic,Static,CRM,InHouse,Revenue,Active,AED,455615,152114,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 643,Google Ads,Search,Acquisition,97162.07,71380.95,2024-04-12,2024-05-26,USA,Enterprise,Search Text,Growth,InHouse,ROAS,Active,AED,780942,186790,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 644,Meta Ads,Social,Acquisition,97908.60,80492.11,2024-04-13,2024-07-10,Kuwait,Premium,Static,Brand,AdSpark,Leads,Completed,BHD,278394,135774,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 645,TikTok Ads,Social,Awareness,56533.00,58677.35,2024-04-14,2024-07-31,UK,Basic,Search Text,CRM,MediaHub,ROAS,Paused,KWD,920982,36839,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 646,LinkedIn Ads,B2B,Lead Generation,36681.26,37963.24,2024-04-15,2024-08-02,Bahrain,Enterprise,Video,Brand,BlueFox,Revenue,Paused,BHD,1217707,220641,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 647,Email Nurture,CRM,Retention,67702.81,65194.32,2024-04-16,2024-05-31,KSA,VIP,Carousel,CRM,InHouse,ROAS,Completed,BHD,2102761,113173,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 648,Affiliate Network,Partner,Acquisition,107301.77,84338.39,2024-04-17,2024-06-23,Qatar,Premium,Search Text,Performance,InHouse,CAC,Active,EGP,2332697,23686,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 649,Google Ads,Search,Acquisition,105643.39,82239.25,2024-04-18,2024-08-15,UAE,Enterprise,Video,Growth,MediaHub,CAC,Active,SAR,2841878,30852,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 650,Meta Ads,Social,Acquisition,72812.14,63261.94,2024-04-19,2024-06-22,Bahrain,Basic,Search Text,Performance,AdSpark,CAC,Paused,GBP,578258,40627,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 651,TikTok Ads,Social,Awareness,103225.39,72179.49,2024-04-20,2024-05-29,Qatar,Premium,Video,CRM,AdSpark,Leads,Completed,KWD,1746798,58847,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 652,LinkedIn Ads,B2B,Lead Generation,14400.63,11008.23,2024-04-21,2024-07-07,Egypt,VIP,Static,Growth,InHouse,ROAS,Completed,GBP,1912351,218626,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 653,Email Nurture,CRM,Retention,116390.55,87090.77,2024-04-22,2024-06-18,Egypt,Premium,Video,CRM,MediaHub,Leads,Paused,KWD,2524226,173675,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 654,Affiliate Network,Partner,Acquisition,76326.32,61216.73,2024-04-23,2024-07-26,USA,Premium,Search Text,Brand,InHouse,Revenue,Completed,GBP,2874756,131267,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 655,Google Ads,Search,Acquisition,52689.78,35756.94,2024-04-24,2024-06-29,Qatar,Premium,Static,Growth,InHouse,ROAS,Paused,AED,1636698,211718,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 656,Meta Ads,Social,Acquisition,26222.79,21533.84,2024-04-25,2024-06-23,UK,Premium,Search Text,Performance,MediaHub,Leads,Active,EGP,2056198,48992,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 657,TikTok Ads,Social,Awareness,48756.56,38428.48,2024-04-26,2024-06-14,USA,Enterprise,Carousel,Performance,BlueFox,Revenue,Completed,BHD,1732737,69204,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 658,LinkedIn Ads,B2B,Lead Generation,67310.45,51654.18,2024-04-27,2024-07-17,Kuwait,Premium,Static,Brand,BlueFox,Leads,Active,AED,1296925,107639,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 659,Email Nurture,CRM,Retention,22437.29,14636.41,2024-04-28,2024-07-31,Kuwait,Premium,Search Text,Brand,AdSpark,Leads,Active,EGP,2829276,15217,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 660,Affiliate Network,Partner,Acquisition,115355.52,109619.76,2024-04-29,2024-07-05,Kuwait,Enterprise,Static,CRM,BlueFox,ROAS,Completed,BHD,2460760,204850,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 661,Google Ads,Search,Acquisition,40095.29,40132.75,2024-04-30,2024-06-10,Egypt,Basic,Static,Growth,BlueFox,Revenue,Completed,KWD,28330,49770,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 662,Meta Ads,Social,Acquisition,118538.47,90928.84,2024-05-01,2024-06-02,Bahrain,Enterprise,Video,Brand,BlueFox,Revenue,Completed,BHD,584369,98931,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 663,TikTok Ads,Social,Awareness,129874.80,99551.98,2024-05-02,2024-05-30,UAE,Enterprise,Video,CRM,MediaHub,CAC,Active,QAR,1909111,146621,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 664,LinkedIn Ads,B2B,Lead Generation,126449.64,129926.68,2024-05-03,2024-08-12,Egypt,Premium,Static,Performance,MediaHub,ROAS,Completed,QAR,1338152,17785,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 665,Email Nurture,CRM,Retention,138534.28,117102.34,2024-05-04,2024-08-17,Bahrain,Basic,Search Text,CRM,AdSpark,CAC,Completed,EGP,2191960,112762,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 666,Affiliate Network,Partner,Acquisition,2642.96,1789.14,2024-05-05,2024-06-13,Egypt,Premium,Video,Growth,BlueFox,Leads,Active,EUR,1071692,203698,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 667,Google Ads,Search,Acquisition,32123.96,33638.30,2024-05-06,2024-07-28,USA,Enterprise,Search Text,Performance,InHouse,CAC,Completed,EUR,2101973,190735,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 668,Meta Ads,Social,Acquisition,96444.34,89589.53,2024-05-07,2024-08-23,Kuwait,Basic,Carousel,Brand,BlueFox,Revenue,Completed,EGP,110775,148401,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 669,TikTok Ads,Social,Awareness,137749.58,104961.42,2024-05-08,2024-07-08,UAE,Basic,Static,CRM,BlueFox,Leads,Active,GBP,1579510,14085,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 670,LinkedIn Ads,B2B,Lead Generation,98656.41,99248.31,2024-05-09,2024-09-05,UAE,Basic,Video,Brand,BlueFox,Revenue,Active,BHD,1456953,207329,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 671,Email Nurture,CRM,Retention,107878.49,108723.26,2024-05-10,2024-07-30,UAE,Basic,Static,Growth,BlueFox,Leads,Completed,SAR,266905,74884,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 672,Affiliate Network,Partner,Acquisition,42247.01,28539.96,2024-05-11,2024-06-01,Kuwait,Enterprise,Carousel,Growth,MediaHub,Leads,Active,SAR,1161086,136017,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 673,Google Ads,Search,Acquisition,34151.74,26437.47,2024-05-12,2024-08-16,Qatar,VIP,Video,CRM,InHouse,ROAS,Active,EUR,2175601,245160,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 674,Meta Ads,Social,Acquisition,58452.11,48453.96,2024-05-13,2024-07-06,Bahrain,Enterprise,Carousel,Growth,InHouse,ROAS,Active,BHD,2765900,27924,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 675,TikTok Ads,Social,Awareness,134823.74,116062.49,2024-05-14,2024-07-18,USA,Enterprise,Video,Performance,InHouse,ROAS,Paused,EUR,1789614,210409,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 676,LinkedIn Ads,B2B,Lead Generation,146709.37,101981.95,2024-05-15,2024-08-03,Bahrain,Enterprise,Search Text,Brand,MediaHub,CAC,Active,EUR,285452,125909,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 677,Email Nurture,CRM,Retention,108473.74,108032.80,2024-05-16,2024-06-04,Qatar,Premium,Carousel,CRM,BlueFox,Leads,Completed,SAR,2476512,92167,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 678,Affiliate Network,Partner,Acquisition,50418.06,47001.52,2024-05-17,2024-07-24,Qatar,Premium,Carousel,CRM,MediaHub,CAC,Paused,EGP,1636955,105904,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 679,Google Ads,Search,Acquisition,23019.89,19273.40,2024-05-18,2024-08-24,Bahrain,VIP,Video,Growth,BlueFox,Leads,Paused,EUR,2308700,128107,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 680,Meta Ads,Social,Acquisition,130613.03,85123.15,2024-05-19,2024-08-18,USA,Basic,Static,Brand,MediaHub,CAC,Paused,EGP,2019029,198643,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 681,TikTok Ads,Social,Awareness,65639.63,57373.65,2024-05-20,2024-07-22,USA,VIP,Carousel,Growth,BlueFox,ROAS,Active,KWD,537567,230320,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 682,LinkedIn Ads,B2B,Lead Generation,56851.27,43771.48,2024-05-21,2024-08-09,KSA,Premium,Video,Performance,MediaHub,ROAS,Completed,BHD,534546,233259,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 683,Email Nurture,CRM,Retention,126670.78,114708.43,2024-05-22,2024-09-05,USA,Premium,Search Text,Performance,AdSpark,Revenue,Completed,SAR,516967,231377,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 684,Affiliate Network,Partner,Acquisition,76186.88,53794.29,2024-05-23,2024-09-11,Egypt,Enterprise,Search Text,CRM,InHouse,ROAS,Active,BHD,357893,39384,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 685,Google Ads,Search,Acquisition,9111.39,6438.31,2024-05-24,2024-06-16,UK,Premium,Static,Brand,BlueFox,Revenue,Active,AED,1472968,194687,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 686,Meta Ads,Social,Acquisition,73547.41,71977.93,2024-05-25,2024-08-31,Bahrain,Enterprise,Video,Performance,InHouse,Revenue,Active,EUR,1539933,187063,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads May 2024 687,TikTok Ads,Social,Awareness,66306.37,63571.38,2024-05-26,2024-08-26,Kuwait,Enterprise,Search Text,Brand,InHouse,Revenue,Completed,GBP,826930,76385,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads May 2024 688,LinkedIn Ads,B2B,Lead Generation,41370.11,27179.59,2024-05-27,2024-09-17,Qatar,Premium,Static,Brand,MediaHub,Revenue,Completed,KWD,833243,205559,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture May 2024 689,Email Nurture,CRM,Retention,94373.16,97475.70,2024-05-28,2024-08-08,Egypt,Premium,Video,Growth,BlueFox,CAC,Completed,AED,1933737,6570,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network May 2024 690,Affiliate Network,Partner,Acquisition,104605.36,88004.10,2024-05-29,2024-07-28,USA,Enterprise,Video,Growth,BlueFox,Revenue,Completed,SAR,356516,238993,2024-01-01T00:00:00+00:00
CMP-001,Google Ads May 2024 691,Google Ads,Search,Acquisition,7497.00,6978.50,2024-05-30,2024-07-25,UAE,Basic,Search Text,CRM,AdSpark,ROAS,Active,AED,574344,106205,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads May 2024 692,Meta Ads,Social,Acquisition,84957.71,79614.48,2024-05-31,2024-07-28,UK,Enterprise,Carousel,Performance,MediaHub,CAC,Paused,QAR,2139029,132175,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 693,TikTok Ads,Social,Awareness,32638.37,27638.13,2024-06-01,2024-09-14,KSA,Premium,Video,Brand,AdSpark,Revenue,Completed,SAR,1067590,101769,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 694,LinkedIn Ads,B2B,Lead Generation,145604.28,136045.68,2024-06-02,2024-07-17,Kuwait,Enterprise,Carousel,CRM,MediaHub,ROAS,Active,SAR,2085573,182580,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 695,Email Nurture,CRM,Retention,122958.45,99973.49,2024-06-03,2024-07-04,Qatar,Premium,Static,Brand,AdSpark,Leads,Paused,EGP,2099014,176586,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 696,Affiliate Network,Partner,Acquisition,44934.54,29915.58,2024-06-04,2024-07-04,UAE,Premium,Video,Performance,InHouse,ROAS,Paused,EUR,83266,84788,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 697,Google Ads,Search,Acquisition,89205.78,77947.24,2024-06-05,2024-06-30,Qatar,VIP,Static,CRM,AdSpark,ROAS,Paused,GBP,249159,231452,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 698,Meta Ads,Social,Acquisition,105018.95,76586.01,2024-06-06,2024-09-10,USA,VIP,Search Text,CRM,AdSpark,CAC,Active,SAR,254160,15906,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 699,TikTok Ads,Social,Awareness,7582.01,5087.27,2024-06-07,2024-09-21,USA,Basic,Search Text,Growth,InHouse,Leads,Completed,AED,737670,139078,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 700,LinkedIn Ads,B2B,Lead Generation,147394.79,109404.72,2024-06-08,2024-09-12,UK,Basic,Carousel,CRM,InHouse,CAC,Active,QAR,2972340,58835,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 701,Email Nurture,CRM,Retention,67635.26,55452.73,2024-06-09,2024-09-12,USA,Enterprise,Search Text,CRM,InHouse,ROAS,Active,EGP,2838551,167511,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 702,Affiliate Network,Partner,Acquisition,78947.10,62330.00,2024-06-10,2024-08-17,UK,Enterprise,Carousel,Performance,InHouse,Leads,Completed,GBP,318911,218109,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 703,Google Ads,Search,Acquisition,7377.71,5825.00,2024-06-11,2024-07-06,USA,Premium,Video,Performance,AdSpark,CAC,Completed,BHD,2605157,133078,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 704,Meta Ads,Social,Acquisition,146852.33,101014.69,2024-06-12,2024-08-02,KSA,VIP,Static,Performance,MediaHub,Revenue,Paused,KWD,2726394,8544,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 705,TikTok Ads,Social,Awareness,109814.04,89192.55,2024-06-13,2024-10-01,Bahrain,Enterprise,Search Text,Growth,AdSpark,Revenue,Paused,EGP,2770699,140138,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 706,LinkedIn Ads,B2B,Lead Generation,121952.72,89842.28,2024-06-14,2024-09-05,USA,Enterprise,Carousel,Growth,InHouse,Revenue,Completed,EGP,1938919,243304,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 707,Email Nurture,CRM,Retention,27440.84,19580.85,2024-06-15,2024-08-19,Kuwait,Enterprise,Search Text,Performance,InHouse,CAC,Paused,EUR,369138,249932,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 708,Affiliate Network,Partner,Acquisition,148447.55,115781.05,2024-06-16,2024-08-19,Egypt,Basic,Search Text,Brand,MediaHub,Leads,Completed,SAR,578659,85792,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 709,Google Ads,Search,Acquisition,94128.06,79266.08,2024-06-17,2024-08-13,Egypt,Enterprise,Carousel,Performance,AdSpark,Leads,Active,GBP,2346410,97824,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 710,Meta Ads,Social,Acquisition,80765.76,62741.68,2024-06-18,2024-10-04,KSA,VIP,Video,Performance,InHouse,Revenue,Paused,BHD,2322890,153754,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 711,TikTok Ads,Social,Awareness,86605.26,89321.11,2024-06-19,2024-07-27,Egypt,VIP,Search Text,Brand,InHouse,Revenue,Active,SAR,1303396,138778,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 712,LinkedIn Ads,B2B,Lead Generation,7827.91,7821.76,2024-06-20,2024-08-27,Qatar,Basic,Video,CRM,BlueFox,Leads,Completed,EGP,2203004,249484,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 713,Email Nurture,CRM,Retention,85054.36,85530.45,2024-06-21,2024-08-31,Qatar,Enterprise,Video,CRM,InHouse,CAC,Completed,GBP,85572,33372,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 714,Affiliate Network,Partner,Acquisition,110200.79,78239.28,2024-06-22,2024-07-19,UAE,Basic,Search Text,Growth,AdSpark,Leads,Active,AED,1694013,174425,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 715,Google Ads,Search,Acquisition,90907.56,64516.55,2024-06-23,2024-09-27,Egypt,Premium,Static,CRM,AdSpark,CAC,Active,AED,1622465,45079,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 716,Meta Ads,Social,Acquisition,4018.73,4142.87,2024-06-24,2024-07-13,USA,Basic,Static,Brand,MediaHub,Revenue,Completed,EUR,592558,69042,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 717,TikTok Ads,Social,Awareness,121129.67,100597.33,2024-06-25,2024-10-06,USA,Enterprise,Carousel,Growth,BlueFox,Revenue,Completed,SAR,2702747,200921,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 718,LinkedIn Ads,B2B,Lead Generation,47151.18,48490.97,2024-06-26,2024-08-14,Qatar,Enterprise,Search Text,Brand,InHouse,Revenue,Completed,BHD,883583,95866,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 719,Email Nurture,CRM,Retention,46981.47,48198.18,2024-06-27,2024-10-01,USA,VIP,Carousel,Growth,BlueFox,Revenue,Completed,EUR,2312559,141629,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 720,Affiliate Network,Partner,Acquisition,123762.75,97967.42,2024-06-28,2024-10-04,USA,VIP,Static,Brand,MediaHub,Leads,Completed,EUR,2652332,42948,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 721,Google Ads,Search,Acquisition,125154.50,92155.48,2024-01-01,2024-03-08,Kuwait,VIP,Carousel,CRM,MediaHub,ROAS,Completed,BHD,1992908,96661,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 722,Meta Ads,Social,Acquisition,71707.93,73122.34,2024-01-02,2024-03-23,UK,Premium,Static,Performance,MediaHub,Leads,Paused,GBP,1816166,157516,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 723,TikTok Ads,Social,Awareness,51908.04,44860.42,2024-01-03,2024-04-14,Qatar,Basic,Carousel,Brand,InHouse,Leads,Completed,AED,2509304,46840,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 724,LinkedIn Ads,B2B,Lead Generation,41832.71,34946.73,2024-01-04,2024-03-26,UAE,Basic,Search Text,CRM,BlueFox,CAC,Completed,GBP,2388776,12974,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 725,Email Nurture,CRM,Retention,71181.20,52738.91,2024-01-05,2024-04-17,Bahrain,Premium,Carousel,Brand,BlueFox,ROAS,Active,AED,276068,111548,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 726,Affiliate Network,Partner,Acquisition,51592.21,54023.37,2024-01-06,2024-02-06,KSA,VIP,Video,CRM,InHouse,Leads,Paused,AED,2769573,49494,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 727,Google Ads,Search,Acquisition,15943.56,11700.77,2024-01-07,2024-04-01,USA,Basic,Static,Performance,BlueFox,CAC,Active,BHD,2612316,226043,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 728,Meta Ads,Social,Acquisition,114248.00,82856.79,2024-01-08,2024-05-07,KSA,Basic,Static,CRM,BlueFox,ROAS,Paused,EGP,1692356,94839,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 729,TikTok Ads,Social,Awareness,132968.05,129889.31,2024-01-09,2024-02-15,Egypt,Enterprise,Search Text,CRM,BlueFox,ROAS,Completed,AED,2206022,96283,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 730,LinkedIn Ads,B2B,Lead Generation,35069.78,25494.87,2024-01-10,2024-03-27,Qatar,VIP,Carousel,Brand,InHouse,Leads,Completed,EUR,181873,210239,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 731,Email Nurture,CRM,Retention,123921.98,111569.91,2024-01-11,2024-04-11,USA,VIP,Video,Growth,AdSpark,Leads,Paused,KWD,1321409,199128,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 732,Affiliate Network,Partner,Acquisition,34548.09,28726.81,2024-01-12,2024-04-22,UAE,Enterprise,Static,Performance,MediaHub,ROAS,Paused,BHD,848006,65867,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 733,Google Ads,Search,Acquisition,39026.61,26857.62,2024-01-13,2024-03-23,Egypt,Basic,Carousel,Performance,BlueFox,Revenue,Completed,EGP,1794265,68457,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 734,Meta Ads,Social,Acquisition,27722.38,22724.76,2024-01-14,2024-02-09,UK,Basic,Search Text,Performance,MediaHub,ROAS,Completed,AED,1787950,150689,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 735,TikTok Ads,Social,Awareness,14407.77,14161.44,2024-01-15,2024-02-27,USA,Basic,Static,Brand,InHouse,Revenue,Completed,BHD,258790,82465,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 736,LinkedIn Ads,B2B,Lead Generation,6807.94,5323.62,2024-01-16,2024-03-12,Egypt,Premium,Search Text,Performance,MediaHub,ROAS,Active,GBP,1186070,205903,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 737,Email Nurture,CRM,Retention,124512.13,107380.05,2024-01-17,2024-02-29,UAE,VIP,Carousel,Growth,BlueFox,CAC,Active,EGP,1558945,160332,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 738,Affiliate Network,Partner,Acquisition,37859.15,29117.93,2024-01-18,2024-05-15,UAE,Premium,Static,CRM,InHouse,CAC,Paused,EGP,1987113,95846,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 739,Google Ads,Search,Acquisition,56920.64,45618.40,2024-01-19,2024-05-10,Egypt,Basic,Video,Brand,BlueFox,ROAS,Completed,QAR,2647004,68832,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 740,Meta Ads,Social,Acquisition,134504.42,115476.74,2024-01-20,2024-02-27,USA,VIP,Static,Performance,BlueFox,CAC,Active,AED,2885933,172225,2024-01-01T00:00:00+00:00
